web-scraper-order,web-scraper-start-url,next,prod,prod-href,name,dis,price
"1696058217-730","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix SCAR 17 G733ZS-LL015 Core i9-12900H/16Gb/1TB SSD/17.3"" WQHD (2560 x 1440)  IPS 240Hz / RTX 3080 Laptop GPU 8Gb/WiFi6/BT/Cam/Mech Keyboard Per-Key RGB/No OS /3Kg/Black/","https://store.softline.ru/asus/90nr0b72-m002p0-424654/","ASUS ROG Strix SCAR 17 G733ZS-LL015 Core i9-12900H/16Gb/1TB SSD/17.3"" WQHD (2560 x 1440)  IPS 240Hz / RTX 3080 Laptop GPU 8Gb/WiFi6/BT/Cam/Mech Keyboard Per-Key RGB/No OS /3Kg/Black/","","202 000"
"1696058220-731","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix SCAR 17 G713RS-LL064 AMD Rysen R9 6900HX/16Gb/1TB SSD/17.3"" FHD 19201080 360HZ/ RTX 3080 Laptop GPU 8Gb/WiFi6/BT/Cam/ROG backpack/No OS /3Kg/Eclipse Gray/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nr0ba4-m004a0-424656/","ASUS ROG Strix SCAR 17 G713RS-LL064 AMD Rysen R9 6900HX/16Gb/1TB SSD/17.3"" FHD 19201080 360HZ/ RTX 3080 Laptop GPU 8Gb/WiFi6/BT/Cam/ROG backpack/No OS /3Kg/Eclipse Gray/RU_EN_KEYBOARD","","263 020"
"1696058224-732","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix Scar 15 G533ZX-HF042 CPU Intel Core i9-12900H/32GB DDR5/1TB PCIe 4.0 NVMe/15.6"" FHD (1920X1080) 300HZ/NVIDIA GeForce RTX 3080Ti 16GB GDDR/RU/EN Keyboard/Without OS/Off Black","https://store.softline.ru/asus/90nr08e2-m002h0-424782/","ASUS ROG Strix Scar 15 G533ZX-HF042 CPU Intel Core i9-12900H/32GB DDR5/1TB PCIe 4.0 NVMe/15.6"" FHD (1920X1080) 300HZ/NVIDIA GeForce RTX 3080Ti 16GB GDDR/RU/EN Keyboard/Without OS/Off Black","","483 957"
"1696058226-733","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix G17 G713RW-LL070 AMD Ryzen R9 6900HX/16Gb DDR5-4800MHz/1TB SSD/17,3""WQHD (25601440), 240Hz/3ms / NVIDIA RTX 3070Ti 8GB/WiFi6/BT/Cam/No OS /2.6Kg/Eclipse Gray/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nr08h4-m00c00-424655/","ASUS ROG Strix G17 G713RW-LL070 AMD Ryzen R9 6900HX/16Gb DDR5-4800MHz/1TB SSD/17,3""WQHD (25601440), 240Hz/3ms / NVIDIA RTX 3070Ti 8GB/WiFi6/BT/Cam/No OS /2.6Kg/Eclipse Gray/RU_EN_KEYBOARD","","226 197"
"1696058230-734","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix G17 G713RM-LL134 AMD Ryzen 7 6800H/16Gb/512GB SSD/17,3""2560x1440 IPS 240Hz / NVIDIA RTX 3060 6Gb/WiFi6/BT/Cam/RUS/EN Keyboard /DOS/2.6Kg/Eclipse Gray/RU_EN_Keyboard","https://store.softline.ru/asus/90nr08k4-m009j0-424765/","ASUS ROG Strix G17 G713RM-LL134 AMD Ryzen 7 6800H/16Gb/512GB SSD/17,3""2560x1440 IPS 240Hz / NVIDIA RTX 3060 6Gb/WiFi6/BT/Cam/RUS/EN Keyboard /DOS/2.6Kg/Eclipse Gray/RU_EN_Keyboard","","215 677"
"1696058232-735","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix G17 G713RM-KH096 AMD Ryzen 7 6800H/16Gb/1TB SSD/17,3""FHD IPS 360Hz / NVIDIA RTX 3060 6Gb/WiFi6/BT/Cam//DOS/2.6Kg/Eclipse Gray","https://store.softline.ru/asus/90nr08k4-m00740-424775/","ASUS ROG Strix G17 G713RM-KH096 AMD Ryzen 7 6800H/16Gb/1TB SSD/17,3""FHD IPS 360Hz / NVIDIA RTX 3060 6Gb/WiFi6/BT/Cam//DOS/2.6Kg/Eclipse Gray","","231 458"
"1696058235-736","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Strix G15 G513RM-LN390  AMD Ryzen 7 6800H/16Gb/1TB SSD/15.6"" WQHD 2560X1440/ GeForce RTX 3060 6Gb/WiFi/BT/Cam//DOS/2.3Kg/Eclipse Gray/ROG backpack","https://store.softline.ru/asus/90nr0845-m00nu0-424776/","ASUS ROG Strix G15 G513RM-LN390  AMD Ryzen 7 6800H/16Gb/1TB SSD/15.6"" WQHD 2560X1440/ GeForce RTX 3060 6Gb/WiFi/BT/Cam//DOS/2.3Kg/Eclipse Gray/ROG backpack","","227 250"
"1696058238-737","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ROG Flow X16 GV601RW-M5049 AMD R9-6900HS/32Gb DDR4/1TB M.2 SSD/16"" MINI-LED QHD+ 16:10 (2560 x 1600, WQXGA)/GeForce NVIDIA RTX 3070Ti 8GB /WiFi6/BT/Webcam/NO OS/2.1Kg/Off Black/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nr0an2-m00750-424653/","ASUS ROG Flow X16 GV601RW-M5049 AMD R9-6900HS/32Gb DDR4/1TB M.2 SSD/16"" MINI-LED QHD+ 16:10 (2560 x 1600, WQXGA)/GeForce NVIDIA RTX 3070Ti 8GB /WiFi6/BT/Webcam/NO OS/2.1Kg/Off Black/RU_EN_KEYBOARD","","241 979"
"1696058243-738","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ProArt StudioBook 16 W7600H5A-L2031X i7-11800H/64Gb/1TB + 1TB/16,0 (3840 x 2400) OLED 16:10/RTX A5000 16GB/WiFi6/BT/FP/Backlit KB/Windows 11 Pro/2.4Kg/Mg-Al/Star Black/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0up1-m01370-424663/","ASUS ProArt StudioBook 16 W7600H5A-L2031X i7-11800H/64Gb/1TB + 1TB/16,0 (3840 x 2400) OLED 16:10/RTX A5000 16GB/WiFi6/BT/FP/Backlit KB/Windows 11 Pro/2.4Kg/Mg-Al/Star Black/RU_EN_Keyboard","","589 165"
"1696058245-739","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ProArt StudioBook 16 W7600H3A-L2120 i7-11800H/16Gb/1TBM.2 SSD /16,0 (3840 x 2400) OLED 16:10/RTX A3000 6GB/WiFi6/BT/FP/Backlit KB/No OS/2.4Kg/Mg-Al/Star Black/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0ts1-m006x0-424664/","ASUS ProArt StudioBook 16 W7600H3A-L2120 i7-11800H/16Gb/1TBM.2 SSD /16,0 (3840 x 2400) OLED 16:10/RTX A3000 6GB/WiFi6/BT/FP/Backlit KB/No OS/2.4Kg/Mg-Al/Star Black/RU_EN_Keyboard","","268 281"
"1696058248-740","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS Laptop X571LI-BQ373T Intel Core I7-10870H/16Gb/1Tb HDD+256Gb M.2 SSD Nvme/15.6"" FHD AG IPS (1920x1080)/Nvidia GTX 1650Ti 4Gb/WiFi6/BT/HD Cam/FP/Windows 10 Home/2.1Kg/Black/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0qi1-m06900-424737/","ASUS Laptop X571LI-BQ373T Intel Core I7-10870H/16Gb/1Tb HDD+256Gb M.2 SSD Nvme/15.6"" FHD AG IPS (1920x1080)/Nvidia GTX 1650Ti 4Gb/WiFi6/BT/HD Cam/FP/Windows 10 Home/2.1Kg/Black/RU_EN_Keyboard","","134 667"
"1696058252-741","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS Laptop 15 M515DA-BQ1256 AMD Ryzen 3 3250U/8Gb/512Gb M.2 SSD Nvme/15.6""FHD IPS (1920x1080)/DOS/1.8Kg/SLATE GREY/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0t41-m20720-424693/","ASUS Laptop 15 M515DA-BQ1256 AMD Ryzen 3 3250U/8Gb/512Gb M.2 SSD Nvme/15.6""FHD IPS (1920x1080)/DOS/1.8Kg/SLATE GREY/RU_EN_Keyboard","","47 344"
"1696058254-742","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS G513IM-HN008W Core AMD R7-4800H/16Gb/512Gb SSD/15.6 WQHD IPS 144Hz / GeForce RTX3060 6Gb/WiFi/BT/Cam/Illum RGB KB/no OS/2.0Kg/Eclipse Gray/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nr0522-m000j0-424751/","ASUS G513IM-HN008W Core AMD R7-4800H/16Gb/512Gb SSD/15.6 WQHD IPS 144Hz / GeForce RTX3060 6Gb/WiFi/BT/Cam/Illum RGB KB/no OS/2.0Kg/Eclipse Gray/RU_EN_KEYBOARD","","147 292"
"1696058257-743","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS ExpertBook P1 P1512CEA-BQ0049 Core i7-1165G7/8Gb/512Gb SSD/15.6""FHD AG(1920x1080)/WiFi5/BT/HD Cam/No OS/1,8Kg/Wired optical mouse/Slate Grey/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nx05e1-m001m0-424738/","ASUS ExpertBook P1 P1512CEA-BQ0049 Core i7-1165G7/8Gb/512Gb SSD/15.6""FHD AG(1920x1080)/WiFi5/BT/HD Cam/No OS/1,8Kg/Wired optical mouse/Slate Grey/RU_EN_KEYBOARD","","97 844"
"1696058260-744","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=32","ASUS Expertbook L2 L2502CYA-BQ0125 Ryzen 5 5625U/16Gb/512Gb SSD/15.6""FHD IPS (1920x1080)/1 x VGA/1 x HDMI /RG45/FP/WiFi/BT/Cam/Keyboard backlight/NO OS  /1.6Kg/STAR BLACK/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nx0501-m00510-424713/","ASUS Expertbook L2 L2502CYA-BQ0125 Ryzen 5 5625U/16Gb/512Gb SSD/15.6""FHD IPS (1920x1080)/1 x VGA/1 x HDMI /RG45/FP/WiFi/BT/Cam/Keyboard backlight/NO OS  /1.6Kg/STAR BLACK/RU_EN_KEYBOARD","","134 667"
"1696058266-745","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS Vivobook 15 X1500EA-BQ23384 Core i5-1135G7/16Gb/1TB HDD+512Gb SSD/15.6""FHD IPS (1920x1080)//WiFi/BT/No OS/1.7Kg/Keyboard backlight/Black/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nb0ty5-m01cm0-424710/","ASUS Vivobook 15 X1500EA-BQ23384 Core i5-1135G7/16Gb/1TB HDD+512Gb SSD/15.6""FHD IPS (1920x1080)//WiFi/BT/No OS/1.7Kg/Keyboard backlight/Black/RU_EN_KEYBOARD","","82 063"
"1696058269-746","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 Q1 K513EA-L12078 Intel Core I5-1135G7/12Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/WiFi /BT/Cam/No OS/1.8Kg/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg1-m00es0-424696/","ASUS VivoBook 15 Q1 K513EA-L12078 Intel Core I5-1135G7/12Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/WiFi /BT/Cam/No OS/1.8Kg/RU_EN_Keyboard","","73 646"
"1696058272-747","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 M1502IA-BQ097 AMD Ryzen 5 4600U/8Gb/256Gb SSD Nvme/15.6"" IPS FHD AG (1920x1080) WiFi/BT/Cam/No OS/1.8Kg/Quiet Blue","https://store.softline.ru/asus/90nb0y51-m004z0-424707/","ASUS VivoBook 15 M1502IA-BQ097 AMD Ryzen 5 4600U/8Gb/256Gb SSD Nvme/15.6"" IPS FHD AG (1920x1080) WiFi/BT/Cam/No OS/1.8Kg/Quiet Blue","","76 802"
"1696058275-748","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 K513EA-L1897W Intel Core I7-1165G7/16Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/WiFi /BT/Cam/ILLUMINATED KB/Windows 11 Home/1.8Kg/ SILVER/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg2-m38580-424735/","ASUS VivoBook 15 K513EA-L1897W Intel Core I7-1165G7/16Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/WiFi /BT/Cam/ILLUMINATED KB/Windows 11 Home/1.8Kg/ SILVER/RU_EN_Keyboard","","89 427"
"1696058278-749","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 K513EA-L13419W Intel Core I5-1135G7/16Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/ILLUMINATED KB/WiFi /BT/Cam/Windows 10 Home/1.8Kg/INDIE BLACK/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg1-m017u0-424701/","ASUS VivoBook 15 K513EA-L13419W Intel Core I5-1135G7/16Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/ILLUMINATED KB/WiFi /BT/Cam/Windows 10 Home/1.8Kg/INDIE BLACK/RU_EN_Keyboard","","83 115"
"1696058281-750","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 K513EA-L13418W Intel Core I5-1135G7/16Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/ILLUMINATED KB/WiFi /BT/Cam/Windows 10 Home/1.8Kg/HEARTY GOLD/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg3-m017t0-424695/","ASUS VivoBook 15 K513EA-L13418W Intel Core I5-1135G7/16Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/ILLUMINATED KB/WiFi /BT/Cam/Windows 10 Home/1.8Kg/HEARTY GOLD/RU_EN_Keyboard","","79 958"
"1696058284-751","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 K513EA-L12004 Intel Core I5-1135G7/8Gb/512Gb SSD/15.6""  FHD OLED (1920x1080)/ILLUMINATED KB/WiFi /BT/Cam/RUS/EN Keyboard /DOS/1.8Kg/Indie Black/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg1-m30270-424668/","ASUS VivoBook 15 K513EA-L12004 Intel Core I5-1135G7/8Gb/512Gb SSD/15.6""  FHD OLED (1920x1080)/ILLUMINATED KB/WiFi /BT/Cam/RUS/EN Keyboard /DOS/1.8Kg/Indie Black/RU_EN_Keyboard","","64 120"
"1696058288-752","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15 A516EA-BQ1909W Intel Pentium 7505U/4Gb/128Gb M.2 SSD/15.6"" FHD IPS AG (1920x1080)/WiFi/BT/VGA Cam/Windows 11 Home/1.8Kg/SLATE GREY/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0ty1-m00u40-424718/","ASUS VivoBook 15 A516EA-BQ1909W Intel Pentium 7505U/4Gb/128Gb M.2 SSD/15.6"" FHD IPS AG (1920x1080)/WiFi/BT/VGA Cam/Windows 11 Home/1.8Kg/SLATE GREY/RU_EN_Keyboard","","38 927"
"1696058291-753","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15  X515EA-EJ1199 Intel Core I3-1115G4/8Gb/256Gb M.2 SSD/15.6"" FHD AG (1920x1080)/WiFi/BT/VGA Cam/No OS/1.8Kg/Slate Grey/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0ty1-m19270-424698/","ASUS VivoBook 15  X515EA-EJ1199 Intel Core I3-1115G4/8Gb/256Gb M.2 SSD/15.6"" FHD AG (1920x1080)/WiFi/BT/VGA Cam/No OS/1.8Kg/Slate Grey/RU_EN_Keyboard","","52 604"
"1696058294-754","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15  X513EA-BQ2370 Intel Core I3-1115G4/8Gb/256Gb M.2 SSD/15.6"" IPS FHD AG (1920x1080)/no ODD/WiFi6/BT/Cam/No OS/1.7Kg/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg4-m53110-424686/","ASUS VivoBook 15  X513EA-BQ2370 Intel Core I3-1115G4/8Gb/256Gb M.2 SSD/15.6"" IPS FHD AG (1920x1080)/no ODD/WiFi6/BT/Cam/No OS/1.7Kg/RU_EN_Keyboard","","53 130"
"1696058296-755","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 15  K513EA-L12289 Intel Core i7-1165G7/8Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/WiFi6/FingerPrint/BT5.0/Cam/RU/EN Backlit Keyboard/1.8Kg/Silver/No OS/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0sg2-m35040-424709/","ASUS VivoBook 15  K513EA-L12289 Intel Core i7-1165G7/8Gb/512Gb SSD/15.6"" FHD OLED (1920x1080)/WiFi6/FingerPrint/BT5.0/Cam/RU/EN Backlit Keyboard/1.8Kg/Silver/No OS/RU_EN_Keyboard","","99 948"
"1696058299-756","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook 14 X415JA-EK2436 Core I3-1005G1/8Gb/256GB SSD PCIEG3x2 nVME M2/14.0 FHD (1920x1080) TN/Wi-Fi/BT/Cam/No OS/TRANSPARENT SILVER/1.4Kg/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0st1-m012d0-424723/","ASUS VivoBook 14 X415JA-EK2436 Core I3-1005G1/8Gb/256GB SSD PCIEG3x2 nVME M2/14.0 FHD (1920x1080) TN/Wi-Fi/BT/Cam/No OS/TRANSPARENT SILVER/1.4Kg/RU_EN_Keyboard","","56 287"
"1696058302-757","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS VivoBook  14 X415EA-EB1313W Pentium 7505/4Gb/256GB SSD PCIEG3x2 nVME M2/14.0 FHD (1920x1080) IPS/WiFi5/BT/Cam//Windows 11 Home/1.4Kg/RU_EN_Keyboard","https://store.softline.ru/asus/90nb0tt2-m00dt0-424687/","ASUS VivoBook  14 X415EA-EB1313W Pentium 7505/4Gb/256GB SSD PCIEG3x2 nVME M2/14.0 FHD (1920x1080) IPS/WiFi5/BT/Cam//Windows 11 Home/1.4Kg/RU_EN_Keyboard","","39 979"
"1696058305-758","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming FA507RR-HN035 Ryzen  7 6800H /512GB SSD/16GB DDR5 15.6"" FHD 1920X1080 NVIDIA® RTX 3070 8196MB FHD 1920X1080/No OS/Jaeger Gray/RU_EN_Keyboard","https://store.softline.ru/asus/90nr0b32-m00540-430452/","ASUS TUF Gaming FA507RR-HN035 Ryzen  7 6800H /512GB SSD/16GB DDR5 15.6"" FHD 1920X1080 NVIDIA® RTX 3070 8196MB FHD 1920X1080/No OS/Jaeger Gray/RU_EN_Keyboard","","142 959"
"1696058311-759","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming F15 FX507ZE-HN074  Core  i7-12700H/16GB DDR5/1Tb SSD/15.6"" FHD (1920x1080) 144Hz/ NVIDIA RTX 3050Ti 4GB /Backlit RUS/EN Keyboard /Jaeger Gray/No OS","https://store.softline.ru/asus/90nr09m2-m004y0-424658/","ASUS TUF Gaming F15 FX507ZE-HN074  Core  i7-12700H/16GB DDR5/1Tb SSD/15.6"" FHD (1920x1080) 144Hz/ NVIDIA RTX 3050Ti 4GB /Backlit RUS/EN Keyboard /Jaeger Gray/No OS","","138 875"
"1696058316-760","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming A17 FA707RM-HX031W AMD 7 6800HS/16Gb/1TB SSD/17.3""FHD IPS 144Hz (1920x1080)AG/NVIDIA RTX 3060 6Gb/WiFi/BT/Cam/Illum RGB KB/Windows 11 Home/2.6Kg/JAEGER GRAY/RU_EN_Keyboard","https://store.softline.ru/asus/90nr0972-m001p0-424754/","ASUS TUF Gaming A17 FA707RM-HX031W AMD 7 6800HS/16Gb/1TB SSD/17.3""FHD IPS 144Hz (1920x1080)AG/NVIDIA RTX 3060 6Gb/WiFi/BT/Cam/Illum RGB KB/Windows 11 Home/2.6Kg/JAEGER GRAY/RU_EN_Keyboard","","167 281"
"1696058320-761","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming A17 FA707RE-HX027 AMD 7 6800H/8Gb/512GB SSD/17.3""FHD IPS 144Hz (1920x1080)AG/ GeForce RTX 3050Ti 4Gb/WiFi/BT/Cam/Illum RGB KB/No OS/2.6Kg//RU_EN_Keyboard","https://store.softline.ru/asus/90nr08x2-m001a0-424753/","ASUS TUF Gaming A17 FA707RE-HX027 AMD 7 6800H/8Gb/512GB SSD/17.3""FHD IPS 144Hz (1920x1080)AG/ GeForce RTX 3050Ti 4Gb/WiFi/BT/Cam/Illum RGB KB/No OS/2.6Kg//RU_EN_Keyboard","","130 458"
"1696058322-762","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming A17 FA706IHRB-HX045 AMD Ryzen 5 4600H/16Gb/512Gb SSD/17.3""FHD IPS 144Hz  (1920x1080)AG/ GeForce GTX1650 4Gb/WiFi/BT/Cam/Illum RGB KB/no OS/2.6Kg/Graphite Black/RU_EN_Keyboard","https://store.softline.ru/asus/90nr07d5-m002p0-424745/","ASUS TUF Gaming A17 FA706IHRB-HX045 AMD Ryzen 5 4600H/16Gb/512Gb SSD/17.3""FHD IPS 144Hz  (1920x1080)AG/ GeForce GTX1650 4Gb/WiFi/BT/Cam/Illum RGB KB/no OS/2.6Kg/Graphite Black/RU_EN_Keyboard","","155 708"
"1696058326-763","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming A15 FX506IEB-HN042 Ryzen 7 4800H/8Gb/512GB SSD/15.6""FHD IPS 144Hz/ GeForce RTX 3050Ti 4Gb/WiFi/BT/Cam/Without OS/2.6Kg/RU/EN Keyboard/Graphite Black/RU_EN_Keyboard","https://store.softline.ru/asus/90nr06a7-m001z0-424781/","ASUS TUF Gaming A15 FX506IEB-HN042 Ryzen 7 4800H/8Gb/512GB SSD/15.6""FHD IPS 144Hz/ GeForce RTX 3050Ti 4Gb/WiFi/BT/Cam/Without OS/2.6Kg/RU/EN Keyboard/Graphite Black/RU_EN_Keyboard","","125 198"
"1696058328-764","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Gaming A15 FX506HC-HN006 Intel Core i5 11400H/16Gb/512GB SSD/15.6""FHD IPS/ GeForce RTX 3050 4Gb/WiFi/BT/Cam/Illum RGB KB/Without OS/2.6Kg/Eclipse Gray","https://store.softline.ru/asus/90nr0723-m02580-424662/","ASUS TUF Gaming A15 FX506HC-HN006 Intel Core i5 11400H/16Gb/512GB SSD/15.6""FHD IPS/ GeForce RTX 3050 4Gb/WiFi/BT/Cam/Illum RGB KB/Without OS/2.6Kg/Eclipse Gray","","128 354"
"1696058331-765","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF FA507RM-HN110 Gaming Ryzen™  7 6800H/ 16Gb/512Gb M.2 SSD/15.6"" FHD IPS AG (1920x1080)144Hz/NVIDIA® RTX 3060 6144MB Backlit  GRAY","https://store.softline.ru/asus/90nr09c1-m006c0-424752/","ASUS TUF FA507RM-HN110 Gaming Ryzen™  7 6800H/ 16Gb/512Gb M.2 SSD/15.6"" FHD IPS AG (1920x1080)144Hz/NVIDIA® RTX 3060 6144MB Backlit  GRAY","","129 561"
"1696058334-766","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Dash FX517ZR-HQ008 Core i7-12650H 512GB SSD 16GB 15.6"" WQHD 2560X1440  NVIDIA RTX 3070 8192MB OFF BLACK /No OS/RU_EN_Keyboard","https://store.softline.ru/asus/90nr0av3-m004w0-424774/","ASUS TUF Dash FX517ZR-HQ008 Core i7-12650H 512GB SSD 16GB 15.6"" WQHD 2560X1440  NVIDIA RTX 3070 8192MB OFF BLACK /No OS/RU_EN_Keyboard","","163 073"
"1696058338-767","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Dash FX517ZR GAMING Core i7-12650H 512GB SSD 16GB 15.6"" (1920x1080) 144Hz/NVIDIA RTX 3060 6Gb/OFF BLACK Backlit RU Keyboard/No OS","https://store.softline.ru/asus/90nr0av3-m001v0-424659/","ASUS TUF Dash FX517ZR GAMING Core i7-12650H 512GB SSD 16GB 15.6"" (1920x1080) 144Hz/NVIDIA RTX 3060 6Gb/OFF BLACK Backlit RU Keyboard/No OS","","156 760"
"1696058340-768","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=33","ASUS TUF Dash FX517ZM-HN097 Core i5-12450H/512GB SSD/16GB DDR5/ 15.6"" (1920x1080) 300Hz  NVIDIA RTX 3060 6Gb OFF BLACK Backlit/No OS/Moonlight White","https://store.softline.ru/asus/90nr09q1-m009p0-424779/","ASUS TUF Dash FX517ZM-HN097 Core i5-12450H/512GB SSD/16GB DDR5/ 15.6"" (1920x1080) 300Hz  NVIDIA RTX 3060 6Gb OFF BLACK Backlit/No OS/Moonlight White","","140 979"
"1696058346-769","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=34","ROG Strix G15 G513RM-HF187  AMD Ryzen 7 6800H/16Gb/1TB SSD/15.6"" 1920x1080 IPS 300Ghz/ GeForce RTX 3060 6Gb/WiFi/BT/Cam/RUS/EN Keyboard /DOS/2.3Kg/Eclipse Gray//RU_EN_Keyboard","https://store.softline.ru/asus/90nr0845-m00f10-424767/","ROG Strix G15 G513RM-HF187  AMD Ryzen 7 6800H/16Gb/1TB SSD/15.6"" 1920x1080 IPS 300Ghz/ GeForce RTX 3060 6Gb/WiFi/BT/Cam/RUS/EN Keyboard /DOS/2.3Kg/Eclipse Gray//RU_EN_Keyboard","","180 958"
"1696058349-770","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=34","ROG Strix G15 G513IE-HN065W AMD Ryzen 7 4800H/16Gb/512Gb SSD/15.6"" FHD IPS (1920x1080)144Ghz/ GeForce RTX RTX 3050 TI 4Gb/WiFi/BT/Cam/Illum RU_EN_KEYBOARD/Windows 11 Home/2.3Kg/Eclipse Gray/","https://store.softline.ru/asus/90nr0582-m002b0-424756/","ROG Strix G15 G513IE-HN065W AMD Ryzen 7 4800H/16Gb/512Gb SSD/15.6"" FHD IPS (1920x1080)144Ghz/ GeForce RTX RTX 3050 TI 4Gb/WiFi/BT/Cam/Illum RU_EN_KEYBOARD/Windows 11 Home/2.3Kg/Eclipse Gray/","","117 833"
"1696058353-771","https://store.softline.ru/computers/","https://store.softline.ru/computers/?page=34","ASUSPRO B1500CEPE-BQ1300 Core i5 1135G7/16Gb/512Gb SSD/15.6""FHD IPS (1920x1080)/1 x VGA/1 x HDMI /RG45/nVidia GeForce MX330 2GB/WiFi/BT/Cam/Keyboard backlight/NO OS/1.7Kg/STAR BLACK/RU_EN_KEYBOARD","https://store.softline.ru/asus/90nx0411-m012y0-424714/","ASUSPRO B1500CEPE-BQ1300 Core i5 1135G7/16Gb/512Gb SSD/15.6""FHD IPS (1920x1080)/1 x VGA/1 x HDMI /RG45/nVidia GeForce MX330 2GB/WiFi/BT/Cam/Keyboard backlight/NO OS/1.7Kg/STAR BLACK/RU_EN_KEYBOARD","","131 510"
